CountryName,Region,PublishYear,ai_mentions_in_legislative_proceedings,ai_talent_concentration,compute_capacity_rmax_gflops,internet_speed_median_download_mbps,num_ai_related_bills_passed_3y_moving_average,number_of_newly_funded_companies,number_of_notable_ml_models,number_of_supercomputers,number_of_total_citations,number_of_total_patent_grants,number_of_total_publications,pc_ai_job_postings_perc_of_all_job_postings,pc_ai_mentions_in_legislative_proceedings,pc_ai_social_media_conversations_net_sentiment,pc_ai_talent_concentration,pc_compute_capacity_rmax_gflops,pc_internet_speed_median_download_mbps,pc_num_ai_related_bills_passed_3y_moving_average,pc_number_of_notable_ml_models,pc_number_of_total_citations,pc_number_of_total_patent_grants,pc_number_of_total_publications,pc_private_investment,pc_total_number_of_ra_submissions,private_investment,relative_ai_skills_penetration,norm_ai_mentions_in_legislative_proceedings_calc,norm_ai_talent_concentration_calc,norm_compute_capacity_rmax_gflops_calc,norm_internet_speed_median_download_mbps_calc,norm_num_ai_related_bills_passed_3y_moving_average_calc,norm_number_of_newly_funded_companies_calc,norm_number_of_notable_ml_models_calc,norm_number_of_supercomputers_calc,norm_number_of_total_citations_calc,norm_number_of_total_patent_grants_calc,norm_number_of_total_publications_calc,norm_pc_ai_job_postings_perc_of_all_job_postings_calc,norm_pc_ai_mentions_in_legislative_proceedings_calc,norm_pc_ai_social_media_conversations_net_sentiment_calc,norm_pc_ai_talent_concentration_calc,norm_pc_compute_capacity_rmax_gflops_calc,norm_pc_internet_speed_median_download_mbps_calc,norm_pc_num_ai_related_bills_passed_3y_moving_average_calc,norm_pc_number_of_notable_ml_models_calc,norm_pc_number_of_total_citations_calc,norm_pc_number_of_total_patent_grants_calc,norm_pc_number_of_total_publications_calc,norm_pc_private_investment_calc,norm_pc_total_number_of_ra_submissions_calc,norm_private_investment_calc,norm_relative_ai_skills_penetration_calc
Norway,Europe & Central Asia,2021,20.0,0.0052,4724790.0,91.61,0.0,8.0,0,1.0,16342,3.0,734,,3.7e-06,9.06e-06,9.61e-10,0.8736150967,1.69e-05,0.0,0.0,0.003021640731,5.55e-07,0.0001357168215,40.54993103,1.85e-07,219307003.0,1.10239,7.434944238,22.94871795,0.279836197,55.33398386,0.0,0.7884362681,0.0,0.0,2.046805449,0.00517410876,1.437696023,7.627409783,24.86707128,10.40301921,5.42250406,4.32924023,11.00134322,0.0,0.0,22.8781432,0.4398637928,36.55231484,10.2944402,3.601307139,0.2397499591,55.35402755
Norway,Europe & Central Asia,2022,12.0,0.00575,10224910.0,105.2095,0.0,5.0,0,3.0,12963,6.0,856,,2.2e-06,8.06e-06,1.05e-09,1.873680052,1.93e-05,0.0,0.0,0.002375425751,1.1e-06,0.0001568590945,11.34199387,5.5e-07,61894701.0,0.86615,5.607476636,23.1085044,0.354134275,51.18523729,0.0,0.6015037594,0.0,1.242236025,2.360609016,0.003233472912,1.430309214,1.900233986,13.64620719,8.06405596,5.516988516,3.232365417,9.46569079,0.0,0.0,30.65885453,0.7420373785,45.56793931,2.841561727,9.390592256,0.07652930828,49.72723458
Norway,Europe & Central Asia,2023,46.0,0.00628,15955310.0,123.4005,0.0,6.0,0,5.0,6018,5.0,824,,8.33e-06,8.79e-06,1.14e-09,2.890667321,2.24e-05,0.0,0.0,0.001090297583,9.06e-07,0.0001492863424,11.48008223,7.25e-07,63365393.0,0.60649,22.11538462,24.20634921,0.3555690102,52.19841001,0.0,0.6342494715,0.0,2.5,1.684823214,0.004660538059,1.176550598,1.774252323,21.26598721,10.8055219,5.60397002,4.105588757,9.330555269,0.0,0.0,28.76144669,0.4694074741,36.47360876,5.343157309,7.147443574,0.08756387594,29.40958584
Norway,Europe & Central Asia,2024,62.0,0.00662,23356010.0,143.556,0.0,9.0,0,6.0,1832,3.0,685,,1.11e-05,1.15e-05,1.19e-09,4.191469835,2.58e-05,0.0,0.0,0.000328770742,5.38e-07,0.0001229301082,34.93016314,0.0,194640370.0,0.48874,19.74522293,24.75755847,0.3178334209,48.83407684,0.0,0.8387698043,0.0,2.906976744,2.125135128,0.002258712985,1.232526994,1.720279743,41.28520077,13.98064892,5.545404901,6.009583826,8.90469528,0.0,0.0,32.91549475,0.2276596114,36.99659393,8.515464386,0.0,0.1784425581,14.24475343
Poland,Europe & Central Asia,2017,0.0,0.00531,5299955.0,,0.0,1.0,2,5.0,14083,7.0,1005,,0.0,,1.4e-10,0.1395649581,,0.0,5.27e-08,0.0003708509421,1.84e-07,2.65e-05,0.36688887,,13932541.0,,0.0,49.06900329,1.592490579,,0.0,0.1960784314,5.555555556,1.990049751,1.30530179,0.1184132623,4.985572299,59.67626154,0.0,,1.11720585,5.35606704,,0.0,29.55775492,2.071700411,0.7006487225,10.85108577,0.6475344219,,0.0990550248,18.82334073
Poland,Europe & Central Asia,2018,1.0,0.0063,4604365.0,,0.0,2.0,0,4.0,13408,12.0,1007,,2.63e-08,,1.66e-10,0.1212480661,,0.0,0.0,0.0003530767154,3.16e-07,2.65e-05,0.1101863738,,4184300.0,0.93033,0.9174311927,50.04721435,0.694245901,,0.0,0.3875968992,0.0,1.327433628,1.175082711,0.1428200467,3.853795844,54.83667272,0.4367202201,,1.20764429,2.869985943,,0.0,0.0,2.063451831,0.9211260155,8.35645134,0.09664260328,,0.0,20.76779976
Poland,Europe & Central Asia,2019,1.0,0.00727,1670090.0,,0.0,7.0,0,1.0,15563,8.0,1021,,2.63e-08,,1.91e-10,0.0439897038,,0.0,0.0,0.0004099250701,2.11e-07,2.69e-05,1.015921386,2.63e-08,38569938.0,1.02065,1.204819277,49.79491386,0.0,,0.0,1.417004049,0.0,0.0,1.52176522,0.05957953868,2.960314392,30.26416163,0.1579258555,,1.29172606,0.8507270735,,0.0,0.0,2.05411075,0.3740150018,8.161825093,0.7955538071,1.36573103,0.1150678297,45.25447043
Poland,Europe & Central Asia,2020,0.0,0.00794,5203700.0,27.824,0.0,6.0,0,2.0,17281,16.0,1061,,0.0,,2.12e-10,0.1387070838,7.42e-07,0.0,0.0,0.0004606332253,4.26e-07,2.83e-05,1.40575731,0.0,52738037.0,0.932,0.0,47.47474747,0.3720274805,22.84342462,0.0,0.9917355372,0.0,0.4694835681,1.840794462,0.06813536225,2.719683034,2.906108504,0.0,,1.288778925,2.788409559,0.7334382173,0.0,0.0,2.689140728,0.4954793557,7.651238531,0.6374691482,0.0,0.1156571031,25.46437752
Poland,Europe & Central Asia,2021,3.0,0.00879,9270830.0,45.113,0.0,8.0,0,4.0,15653,19.0,1179,,8.11e-08,1.54e-06,2.38e-10,0.2506879172,1.22e-06,0.0,0.0,0.0004232650116,5.14e-07,3.19e-05,1.048457611,8.11e-08,38773597.0,0.9641,1.115241636,45.96153846,0.7415987307,23.15568382,0.0,0.7884362681,0.0,1.744186047,1.949781097,0.04656697884,2.456445594,7.627409783,0.5454978748,1.727389697,1.321697897,1.21468281,0.7782572785,0.0,0.0,2.759532949,0.4064261571,7.290856856,0.2430541307,1.580005437,0.03186864813,34.55603682
Poland,Europe & Central Asia,2022,2.0,0.00945,10923400.0,71.428,0.0,5.0,0,3.0,10754,10.0,1132,,5.43e-08,1.36e-06,2.57e-10,0.2966561963,1.94e-06,0.0,0.0,0.0002920556544,2.72e-07,3.07e-05,3.370450573,1.09e-07,124105885.0,0.97662,0.9345794393,44.80938416,0.3870807608,30.87628804,0.0,0.6015037594,0.0,1.242236025,1.930575591,0.009700418735,1.971825459,1.900233986,0.3370701996,1.324356651,1.324792028,0.5005707216,0.9405195981,0.0,0.0,3.216508961,0.1582975086,7.621696625,0.8258313595,1.855629927,0.1782314299,62.60432695
Poland,Europe & Central Asia,2023,3.0,0.00956,13812700.0,103.033,0.0,8.0,0,4.0,6685,21.0,1361,,8.18e-08,1.54e-06,2.61e-10,0.3764975903,2.81e-06,0.0,0.0,0.0001822153809,5.72e-07,3.71e-05,0.6359226571,1.09e-07,23330319.0,0.82984,1.442307692,42.80045351,0.2980204472,41.41807634,0.0,0.8456659619,0.0,1.875,1.902440775,0.0233026903,2.089567465,1.774252323,0.2086602516,1.858109908,1.262931945,0.5179471212,1.161060021,0.0,0.0,4.181035787,0.2951300303,7.930313007,0.2959765205,1.075329329,0.03223988777,45.01907943
Poland,Europe & Central Asia,2024,13.0,0.00937,65751460.0,140.547,0.0,5.0,0,8.0,1958,15.0,941,,3.56e-07,1.34e-06,2.56e-10,1.798713911,3.84e-06,0.0,0.0,5.36e-05,4.1e-07,2.57e-05,1.001176675,5.47e-08,36597720.0,0.70739,4.140127389,40.44495151,0.9725799882,47.56354255,0.0,0.4659832246,0.0,4.069767442,2.291243705,0.0158109909,1.768226333,1.720279743,1.319577993,1.586098541,1.174440133,2.562261528,1.318744993,0.0,0.0,4.722705538,0.1727386434,6.444430234,0.2440722731,0.8469020531,0.03355208777,26.8336356
Portugal,Europe & Central Asia,2017,1.0,0.00215,,,0.0,0.0,0,,12428,2.0,582,,9.71e-08,,2.09e-10,,,0.0,0.0,0.001206566799,1.94e-07,5.65e-05,4.854227547,,50000000.0,,1.111111111,14.45783133,1.495450594,,0.0,0.0,0.0,1.492537313,1.132548934,0.01973554371,2.725232446,59.67626154,2.756884294,,1.676336635,7.60811818,,0.0,0.0,8.160124161,0.743877124,25.74520205,8.567388343,,0.3554808301,18.82334073
Portugal,Europe & Central Asia,2018,4.0,0.00262,,,0.6666666667,3.0,0,,14979,2.0,610,,3.89e-07,,2.55e-10,,,6.48e-08,0.0,0.001456559633,1.94e-07,5.93e-05,1.019336682,,10482677.0,0.88005,3.669724771,15.29745042,1.582784761,,50.0,0.5813953488,0.0,1.327433628,1.347643464,0.01298364061,2.210447885,54.83667272,6.450652754,,1.865049696,9.242973308,,100.0,0.0,10.31825931,0.5466859182,21.23631944,1.182955992,,0.02992498805,8.620231451
Portugal,Europe & Central Asia,2019,8.0,0.00312,,,1.333333333,0.0,0,,19075,3.0,703,,7.78e-07,,3.03e-10,,,1.3e-07,0.0,0.001854414961,2.92e-07,6.83e-05,0.4739902139,0.0,4875588.0,1.01992,9.638554217,15.75061526,1.423917627,,57.14285714,0.0,0.0,0.8810572687,1.923180231,0.01702272534,1.935961861,30.26416163,4.663096886,,2.058852817,9.917661903,,100.0,0.0,11.63501689,0.5300990266,24.36955237,0.3414384335,0.0,0.01000887688,45.16937496
Portugal,Europe & Central Asia,2020,5.0,0.00361,,47.717,2.333333333,4.0,0,,12621,3.0,696,,4.86e-07,,3.51e-10,,4.63e-06,2.27e-07,0.0,0.001225687163,2.91e-07,6.76e-05,3.005133591,9.71e-08,30944104.0,0.72198,3.378378378,16.23376623,2.401667423,45.05596963,77.77777778,0.6611570248,0.0,1.408450704,1.279583982,0.009084714967,1.686712891,2.906108504,5.868927144,,2.150245876,20.25825243,4.658396146,100.0,0.0,8.517840946,0.333932158,21.18460822,1.503603286,2.629412299,0.06636652993,0.0
Portugal,Europe & Central Asia,2021,8.0,0.00421,,74.1935,3.0,3.0,0,,10820,10.0,847,,7.72e-07,4.05e-06,4.06e-10,,7.16e-06,2.9e-07,0.0,0.001044216992,9.65e-07,8.17e-05,50.61350923,1.93e-07,524448629.0,0.79161,2.973977695,16.6025641,2.249966904,43.28087586,100.0,0.1314060447,0.0,2.034883721,1.269202443,0.02328348942,1.696389735,7.627409783,5.191710961,4.625912717,2.277007016,4.49862039,4.641718827,100.0,0.0,7.567417654,0.7751111761,21.34206132,12.85517784,3.759378324,0.5911156295,8.614570174
Portugal,Europe & Central Asia,2022,5.0,0.00488,,115.008,3.0,5.0,0,,7936,8.0,787,,4.79e-07,3.69e-06,4.68e-10,,1.1e-05,2.88e-07,0.0,0.0007605661771,7.67e-07,7.54e-05,4.940947346,9.58e-08,51555485.0,0.70504,2.336448598,18.0058651,1.815566498,57.07595378,60.0,0.6015037594,0.0,3.105590062,1.381986096,0.006466945823,1.294930152,1.900233986,2.973720379,3.668288685,2.434846359,2.959641386,5.405925221,100.0,0.0,9.387773342,0.5073995779,21.06555441,1.222956222,1.637084659,0.05962687795,30.94721873
Portugal,Europe & Central Asia,2023,7.0,0.00554,,144.57,2.666666667,5.0,0,,4278,15.0,932,,6.62e-07,3.59e-06,5.24e-10,,1.37e-05,2.52e-07,0.0,0.0004044176244,1.42e-06,8.81e-05,2.251711401,9.45e-08,23818995.0,0.89491,3.365384615,20.01133787,1.423321128,63.40323503,61.53846154,0.5285412262,0.0,3.125,1.11712523,0.01631188321,1.360174102,1.774252323,1.688582111,4.391964724,2.56516539,3.600512101,5.698912401,50.40038101,0.0,10.19571423,0.7370750283,20.9080112,1.048010632,0.9323675964,0.03291518326,49.56669416
Portugal,Europe & Central Asia,2024,3.0,0.00606,3955500.0,179.5045,3.0,5.0,0,1.0,1300,7.0,647,,2.8e-07,4.02e-06,5.66e-10,0.3696163839,1.68e-05,2.8e-07,0.0,0.0001214767536,6.54e-07,6.05e-05,6.658955042,9.34e-08,71261713.0,0.65936,0.9554140127,21.5630348,0.01821595422,64.01314025,64.28571429,0.4659832246,0.0,0.0,1.423787803,0.006776138956,1.153009124,1.720279743,1.040174251,4.857459333,2.628494889,0.503313633,5.793507731,56.99551919,0.0,11.67987315,0.2772999599,17.35775743,1.623356132,1.446426341,0.06533137172,24.06828454
Russia,Europe & Central Asia,2017,9.0,,3662012.0,,0.0,5.0,0,3.0,18060,206.0,1115,,6.19e-08,,,0.02520427995,,0.0,0.0,0.0001243003289,1.42e-06,7.67e-06,0.2254622823,,32758150.0,,10.0,34.22782037,1.043448747,,0.0,0.9803921569,0.0,0.9950248756,1.720430556,4.045786461,5.573367532,59.67626154,1.75899844,,1.482766777,0.9016579199,,0.0,0.0,0.2755102384,6.121478857,1.533921184,0.3979259131,,0.2328978871,18.82334073
Russia,Europe & Central Asia,2018,7.0,,4580250.0,,0.0,4.0,1,3.0,23814,230.0,1448,,4.81e-08,,,0.03150144198,,0.0,6.88e-09,0.000163784802,1.58e-06,9.96e-06,0.1782073282,,25911008.0,,6.422018349,32.24740321,0.6897155635,,0.0,0.7751937984,2.702702703,0.8849557522,2.318091748,2.9732537,5.679278086,54.83667272,0.7984312274,,1.582071563,0.6456819795,,0.0,3.368697251,0.6474187622,4.821664187,1.853948747,0.1779185736,,0.1032284154,39.55449252
Russia,Europe & Central Asia,2019,13.0,,10347350.0,,0.3333333333,5.0,0,3.0,22013,273.0,2012,,8.94e-08,,,0.07113864478,,2.29e-09,0.0,0.0001513406802,1.88e-06,1.38e-05,0.1471117694,0.0,21397891.0,,15.6626506,31.46021329,1.423917627,,14.28571429,1.012145749,0.0,0.8810572687,2.258988119,2.315090646,6.15255766,30.26416163,0.5358730011,,1.64039553,1.436490836,,1.767966701,0.0,0.3389912562,3.587314258,3.055117082,0.06752813927,0.0,0.0615254027,44.71300678
Russia,Europe & Central Asia,2020,17.0,,9147000.0,33.11,1.666666667,3.0,0,2.0,22172,285.0,2246,,1.17e-07,,,0.06297628613,2.28e-07,1.15e-08,0.0,0.0001526522593,1.96e-06,1.55e-05,0.2286266664,0.0,33206914.0,,11.48648649,31.13275613,0.9641339293,28.74577785,55.55555556,0.4958677686,0.0,0.4694835681,2.429824604,1.290029525,6.073298429,2.906108504,1.414653671,,1.680485025,1.175178737,0.2154348943,5.063892294,0.0,0.3427326727,2.331240444,3.238424438,0.0,0.0,0.07148424787,32.04750473
Russia,Europe & Central Asia,2021,12.0,,73715000.0,43.436,2.666666667,3.0,0,7.0,17973,277.0,2588,,8.29e-08,2e-07,,0.5092687324,3e-07,1.84e-08,0.0,0.0001241685807,1.91e-06,1.79e-05,0.09326633504,0.0,13500000.0,,4.460966543,30.57692308,7.287494328,21.99511412,88.88888889,0.1314060447,0.0,3.488372093,2.276481382,0.7140270088,5.682104347,7.627409783,0.5574801554,0.1801145122,1.697585757,2.507554309,0.1800483771,6.363193426,0.0,0.4436998398,1.550047285,3.345242633,0.0,0.0,0.002766508014,34.02364194
Russia,Europe & Central Asia,2022,9.0,,73715000.0,50.713,3.333333333,4.0,0,7.0,10064,99.0,2020,,6.24e-08,2.57e-07,,0.5110688259,3.52e-07,2.31e-08,0.0,6.98e-05,6.86e-07,1.4e-05,0.1045621651,0.0,15081726.0,,4.205607477,30.26392962,3.348844786,18.42272962,66.66666667,0.4511278195,0.0,3.726708075,1.796250981,0.1535899633,3.714095119,1.900233986,0.3872226976,0.2172791312,1.679620342,0.8719863359,0.1596419897,8.037956702,0.0,0.2885953586,0.4507607982,2.585532133,0.0,0.0,0.0,57.59430223
Russia,Europe & Central Asia,2023,33.0,,73715000.0,60.891,2.666666667,,0,7.0,5182,28.0,1979,,2.29e-07,1.84e-07,,0.5125285649,4.23e-07,1.85e-08,0.0,3.6e-05,1.95e-07,1.38e-05,,0.0,,,15.86538462,32.22789116,1.906941942,19.11269663,61.53846154,1.374207188,0.0,3.75,1.412067171,0.0314586319,3.140301959,1.774252323,0.5854785593,0.184164418,1.735634327,0.7120590708,0.1643246726,3.706864671,0.0,0.2240083298,0.09771793172,1.992734416,5.534160807,0.0,0.2454852498,45.76129041
Russia,Europe & Central Asia,2024,8.0,,71457000.0,75.454,4.0,0.0,0,6.0,1109,29.0,1581,,5.57e-08,1.88e-07,,0.4978407498,5.26e-07,2.79e-08,0.0,7.73e-06,2.02e-07,1.1e-05,0.0,3.48e-08,0.0,,2.547770701,32.57273246,1.060695169,20.07836862,85.71428571,0.0,0.0,2.906976744,1.171988293,0.03162198179,3.10747468,1.720279743,0.2068095877,0.1782272622,1.819773716,0.6880507018,0.1699520687,5.665983281,0.0,0.0270535111,0.08338819036,1.814691809,0.0,0.5392152477,0.0,27.93275182
Saudi Arabia,Middle East & North Africa,2017,0.0,0.00157,9297579.0,,0.0,,0,4.0,25260,,782,,0.0,,5.07e-11,0.3001411515,,0.0,0.0,0.0008154343713,,2.52e-05,,,,,0.0,8.105147864,2.93250229,,0.0,1.176470588,0.0,1.492537313,2.471983766,0.2170909809,3.793951053,59.67626154,0.0,,0.393790398,11.61059501,,0.0,0.0,5.310615033,3.169817288,10.24584,6.89262039,,0.6441312641,18.82334073
Saudi Arabia,Middle East & North Africa,2018,,0.00172,10109130.0,,0.0,,0,3.0,25005,,780,,,,5.7e-11,0.3347806308,,0.0,0.0,0.0008280821072,,2.58e-05,,,,,8.256880734,6.798866856,1.72839242,,0.0,1.356589147,0.0,0.8849557522,2.44891279,0.1428200467,2.914148522,54.83667272,5.984611583,,0.4017748239,8.162233246,,0.0,0.0,5.616817267,2.133278628,8.086818827,5.227122249,,0.2299691799,39.55449252
Saudi Arabia,Middle East & North Africa,2019,,0.00195,10109130.0,,0.0,1.0,0,3.0,34158,,1105,,,,6.49e-11,0.336255907,,0.0,0.0,0.001136183754,,3.68e-05,0.06652519198,3.33e-08,2000000.0,0.63243,14.45783133,6.152584085,1.384826295,,0.0,0.2024291498,0.0,0.8810572687,3.647138832,0.1446931654,3.23089808,30.26416163,3.137372427,,0.4230703005,7.156643429,,0.0,0.0,6.871185849,1.969027965,12.01810764,0.0,1.724686467,0.00104279609,0.0
Saudi Arabia,Middle East & North Africa,2020,,0.00219,35997040.0,35.853,0.0,1.0,0,5.0,51024,,1625,,,,6.94e-11,1.140861377,1.14e-06,0.0,0.0,0.001617113821,,5.15e-05,1.156532079,0.0,36491490.0,1.03223,8.108108108,5.988455988,4.995803301,31.80861458,0.0,0.1652892562,0.0,1.877934272,5.904512325,0.0817624347,4.315834159,2.906108504,5.965951646,,0.4068758454,24.13647724,1.131376628,0.0,0.0,11.49999492,1.627169869,15.64514939,0.5025024846,0.0,0.07891285811,37.61700373
Saudi Arabia,Middle East & North Africa,2021,,0.00251,55253040.0,50.014,0.0,2.0,0,6.0,45926,1.0,1996,,,1.79e-06,8.15e-11,1.794839936,1.62e-06,0.0,0.0,0.001491860337,3.25e-08,6.48e-05,0.3604893104,1.3e-07,11097441.0,1.11768,4.460966543,5.705128205,5.412226749,26.54742626,0.0,0.0,0.0,2.906976744,6.212797357,0.0,4.32682402,7.627409783,3.388768144,2.010444109,0.4369926159,8.935248366,1.041512531,0.0,0.0,11.03341448,0.01325414877,16.57837276,0.06799648366,2.530766516,0.0,57.65355231
Saudi Arabia,Middle East & North Africa,2022,,0.0027,55253040.0,68.4195,0.0,6.0,0,6.0,49789,,2948,,,1.83e-06,8.39e-11,1.717254245,2.13e-06,0.0,0.0,0.001547432894,,9.16e-05,2.473290567,1.24e-07,79578678.0,1.29403,4.672897196,5.219941349,2.478028165,29.06762135,0.0,0.7518796992,0.0,3.105590062,9.529649724,0.08083682279,5.534845393,1.900233986,1.896007959,1.802638032,0.4162866201,2.961397297,1.032280466,0.0,0.0,19.75245526,1.292472851,25.93961464,0.5989703113,2.123607264,0.1054388687,99.60367417
Saudi Arabia,Middle East & North Africa,2023,,0.00308,90911340.0,70.791,0.0,0.0,1,7.0,27470,2.0,2929,,,1.69e-06,9.14e-11,2.697447278,2.1e-06,0.0,2.97e-08,0.0008150674792,5.93e-08,8.69e-05,0.0,8.9e-08,0.0,0.74531,9.615384615,6.065759637,2.368820052,24.35267715,0.0,0.0,1.234567901,3.75,8.683821586,0.001165134515,4.755508705,1.774252323,2.045450069,2.044812582,0.425624379,3.829869794,0.8651983167,0.0,4.389590861,21.31138431,0.02698605099,20.60294996,0.0,0.8779181723,0.0,39.11144347
Saudi Arabia,Middle East & North Africa,2024,,0.00366,96035670.0,92.045,0.0,3.0,5,7.0,7519,,2801,,,1.6e-06,1.04e-10,2.720535644,2.61e-06,0.0,1.42e-07,0.0002130011433,,7.93e-05,0.736513903,8.5e-08,25999147.0,0.70372,9.23566879,7.872219053,1.440283068,27.08383035,0.0,0.2795899348,10.63829787,3.488372093,9.622432568,0.03952747724,5.660416841,1.720279743,3.460081385,1.903870178,0.4583154244,3.890360472,0.8904841004,0.0,28.50241792,21.05581947,0.5557868402,23.29598046,0.179551349,1.315496212,0.02383551932,26.62233353
Singapore,East Asia & Pacific,2017,13.0,0.0072,1010000.0,,0.0,16.0,1,1.0,76139,9.0,1135,,2.32e-06,,1.28e-09,0.1799633766,,0.0,1.78e-07,0.01356656587,1.6e-06,0.0002022360717,33.76065708,,189473349.0,0.93327,14.44444444,69.76998905,0.1544889208,,0.0,3.137254902,2.777777778,0.0,7.782855401,0.1578843497,5.680239393,59.67626154,65.77707007,,10.39309188,6.929606884,,0.0,100.0,98.20617422,6.938068564,98.00500485,59.5853114,,1.347082868,10.41939536
Singapore,East Asia & Pacific,2018,34.0,0.00845,4308220.0,,0.0,19.0,1,3.0,75812,4.0,1258,,6.03e-06,,1.5e-09,0.764048156,,0.0,1.77e-07,0.01344500021,7.09e-07,0.000223102019,76.32677157,,430381935.0,1.00877,31.19266055,70.34938621,0.6386109519,,0.0,3.682170543,2.702702703,0.8849557522,8.029622014,0.03895092184,4.892789138,54.83667272,100.0,,11.06604965,18.80131262,,0.0,86.86475336,100.0,2.133278628,85.5537095,91.16529889,,2.024959626,39.71877944
Singapore,East Asia & Pacific,2019,16.0,0.00975,6596440.0,,0.0,16.0,0,4.0,86563,11.0,1493,,2.81e-06,,1.71e-09,1.156546015,,0.0,0.0,0.0151769883,1.93e-06,0.0002617659224,94.97859972,1.93e-06,541716997.0,0.8909,19.27710843,70.13945857,0.808402261,,0.0,3.238866397,0.0,1.321585903,9.63693201,0.08511362669,4.480737018,30.26416163,16.81958821,,11.70485061,24.8551688,,0.0,0.0,100.0,3.687070045,100.0,79.53229922,100.0,1.683879905,30.12962488
Singapore,East Asia & Pacific,2020,34.0,0.01105,6596440.0,,0.0,29.0,0,4.0,75242,7.0,1686,9.62e-09,5.98e-06,,1.94e-09,1.160158971,,0.0,0.0,0.0132333018,1.23e-06,0.000296527828,67.58482041,3.69e-06,384274245.0,0.84589,22.97297297,69.91341991,0.581154439,39.67786059,0.0,4.79338843,0.0,1.408450704,8.821120783,0.0272541449,4.488467525,100.0,72.27525726,,12.02634369,24.54755801,1.242656709,0.0,0.0,100.0,1.457340381,100.0,36.47640615,100.0,0.8654809066,15.02376449
Singapore,East Asia & Pacific,2021,33.0,0.01239,3131250.0,,0.0,30.0,2,1.0,70799,24.0,1968,7.19e-09,6.05e-06,1.04e-05,2.27e-09,0.574165601,,0.0,3.67e-07,0.01298214783,4.4e-06,0.0003608647993,342.5750909,5.13e-06,1868255868.0,0.81732,12.26765799,69.03846154,0.1179728901,35.98042879,0.0,3.679369251,3.636363636,0.0,9.715390541,0.05950225074,4.262722923,100.0,40.69025299,11.90312478,12.84698285,2.832030477,1.25590256,0.0,100.0,100.0,3.581812653,100.0,87.14654775,100.0,2.138488034,12.48120075
Singapore,East Asia & Pacific,2022,40.0,0.0134,9037830.0,,0.0,40.0,1,3.0,43065,54.0,1904,6.4e-09,7.1e-06,1.03e-05,2.38e-09,1.603298692,,0.0,1.77e-07,0.007639672153,9.58e-06,0.0003377669982,281.3899179,5.85e-06,1586201158.0,0.82668,18.69158879,67.97653959,0.2981418996,43.64847479,0.0,5.864661654,1.515151515,1.242236025,8.220666133,0.08083682279,3.486501334,25.19886762,44.03571349,10.30186149,12.47819249,2.763998143,1.300027085,0.0,84.774372,100.0,6.721183718,100.0,71.12743571,100.0,2.568447815,45.126358
Singapore,East Asia & Pacific,2023,68.0,0.01473,9037830.0,,0.0,29.0,4,3.0,22026,58.0,2361,4.51e-09,1.15e-05,8.03e-06,2.49e-09,1.527267252,,0.0,6.76e-07,0.003722086883,9.8e-06,0.0003989760797,197.5893404,1.01e-05,1169264165.0,0.83727,32.69230769,72.10884354,0.1697717659,47.18099634,0.0,3.065539112,4.938271605,1.25,6.907644673,0.06641266734,3.789785092,19.25597734,29.32207058,9.867127066,12.29181882,2.160059466,1.43189611,0.0,100.0,100.0,5.118414196,100.0,91.96370785,100.0,1.615792114,45.53834757
Singapore,East Asia & Pacific,2024,85.0,0.0164,23237830.0,,0.0,39.0,3,4.0,5938,49.0,1952,5.42e-09,1.41e-05,8.03e-06,2.72e-09,3.849323986,,0.0,4.97e-07,0.0009836239369,8.12e-06,0.0003233469055,140.4235187,6.46e-06,847717123.0,0.75699,27.07006369,80.54763263,0.3160082734,48.83407684,0.0,3.634669152,6.382978723,1.744186047,7.538165423,0.05420911165,3.883820206,18.30082837,52.24477226,9.763852766,12.71676847,5.516643029,1.386346877,0.0,100.0,100.0,3.478415341,100.0,34.23320606,100.0,0.7771707996,29.6893802
South Africa,Sub-Saharan Africa,2017,1.0,0.00192,1029320.0,,0.0,2.0,0,1.0,7814,,264,,1.74e-08,,3.33e-11,0.01785923669,,0.0,0.0,0.0001355769591,,4.58e-06,0.1179584608,,6798555.0,,1.111111111,11.93866375,0.1609650241,,0.0,0.3921568627,0.0,0.0,0.6509285857,0.2170909809,1.025969862,59.67626154,0.4926981084,,0.2528423374,0.615564586,,0.0,0.0,0.3576636434,3.169817288,0.0,0.2081888277,,0.0483351195,18.82334073
South Africa,Sub-Saharan Africa,2018,8.0,0.00217,2152470.0,,0.0,1.0,0,2.0,5638,1.0,307,,1.36e-07,,3.7e-11,0.0367234225,,0.0,0.0,9.62e-05,1.71e-08,5.24e-06,0.07718935941,,4524300.0,0.88005,7.339449541,11.04815864,0.2336233898,,0.0,0.1937984496,0.0,0.4424778761,0.3216154586,0.0,0.9562049839,54.83667272,2.263571685,,0.2542836437,0.7751049198,,0.0,0.0,0.1417653496,0.0,0.0,0.05721557098,,0.001615415517,8.620231451
